platform,display_name,run_id,frame_id,latency_ms,resolution_width,resolution_height,fps_target,batch_size,backend,device_name,measurement_scope,include_transfers,timestamp_s,warmup,num_iters,notes
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,125,0.529876000200602,128,128,180.0,1,cpu,x86_64,compute_only,False,0.05724153800019849,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,126,0.4990190000171424,128,128,180.0,1,cpu,x86_64,compute_only,False,0.05774135199999364,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,127,0.44122600002083345,128,128,180.0,1,cpu,x86_64,compute_only,False,0.058183370000278956,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,128,0.4368750001049193,128,128,180.0,1,cpu,x86_64,compute_only,False,0.058621122000204196,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,129,0.4512399996201566,128,128,180.0,1,cpu,x86_64,compute_only,False,0.05907307999996192,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,130,0.43563100007304456,128,128,180.0,1,cpu,x86_64,compute_only,False,0.05951059200015152,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,131,0.5775250001534005,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06008906500028388,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,132,0.7257699999172473,128,128,180.0,1,cpu,x86_64,compute_only,False,0.0608155429999897,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,133,0.47398800006703823,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06129036700031065,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,134,0.44471399996837135,128,128,180.0,1,cpu,x86_64,compute_only,False,0.0617358970002897,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,135,0.7766119997540955,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06251333399995929,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,136,0.44189999971422367,128,128,180.0,1,cpu,x86_64,compute_only,False,0.0629562750000332,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,137,0.5146929997863481,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06347185899994656,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,138,0.4414170002746687,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06391413800020018,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,139,0.4359569998086954,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06435086400006185,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,140,0.46356200027730665,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06481524400032868,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,141,0.49433200001658406,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06531051399997523,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,142,0.4413219999150897,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06575255100005961,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,143,0.4729869997390779,128,128,180.0,1,cpu,x86_64,compute_only,False,0.066226381999968,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,144,0.4303669998080295,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06665741599999819,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,145,0.43231200015725335,128,128,180.0,1,cpu,x86_64,compute_only,False,0.0670905350002613,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,146,0.46270499979073065,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06755392800005211,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,147,0.43619999996735714,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06799085600005128,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,148,0.43364100019971374,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06842537000011362,100,1000,
CPU i7-13700,CPU i7-13700,CPU_i7-13700_128x128_20260507_220645,149,0.4381560002002516,128,128,180.0,1,cpu,x86_64,compute_only,False,0.06886435000023994,100,1000,
