timestamp_s,phase,target_fps,total_power_w,mem_used_mb
375.922659763,active_settle,30,6.133,2711.79296875
375.973018989,active_settle,30,6.133,2711.79296875
376.022836944,active_settle,30,6.133,2711.79296875
376.072842491,active_settle,30,6.133,2711.79296875
376.123142227,active_settle,30,6.133,2711.79296875
376.173460523,active_settle,30,6.133,2711.79296875
376.223621085,active_settle,30,6.133,2711.79296875
376.273616263,active_settle,30,6.133,2711.79296875
376.323432362,active_settle,30,6.133,2712.28515625
376.373424149,active_settle,30,6.133,2712.28515625
376.424182912,active_settle,30,6.133,2712.28515625
376.473494414,active_settle,30,6.133,2712.28515625
376.52387923,active_settle,30,6.133,2712.28515625
376.573665394,active_settle,30,6.133,2712.28515625
376.624577685,active_settle,30,6.133,2712.28515625
376.673849971,active_settle,30,6.133,2712.28515625
376.722621756,active_settle,30,6.133,2712.28515625
376.774231965,active_settle,30,6.133,2712.28515625
376.823963854,active_settle,30,6.133,2712.28515625
376.874249495,active_settle,30,6.133,2712.28515625
376.922578861,active_settle,30,6.133,2712.28515625
376.972903383,active_settle,30,6.133,2712.28515625
377.022784175,active_settle,30,6.133,2712.28515625
377.073182588,active_settle,30,6.133,2712.28515625
377.12338461,active_settle,30,6.133,2712.28515625
377.173824177,active_settle,30,6.133,2712.28515625
377.223391003,active_settle,30,6.133,2712.28515625
377.273471035,active_settle,30,6.133,2712.53125
377.323315409,active_settle,30,6.133,2712.53125
377.373350031,active_settle,30,6.133,2712.53125
377.423575638,active_settle,30,6.133,2712.53125
377.473585427,active_settle,30,6.133,2712.53125
377.523669129,active_settle,30,6.133,2712.53125
377.574193294,active_settle,30,6.133,2712.53125
377.623869583,active_settle,30,6.133,2712.53125
377.673894271,active_settle,30,6.133,2712.53125
377.724215323,active_settle,30,6.133,2712.53125
377.774098213,active_settle,30,6.133,2712.53125
377.825773754,active_settle,30,6.133,2712.53125
377.873177244,active_settle,30,6.133,2712.53125
377.924557156,active_settle,30,6.133,2712.53125
377.974358218,active_settle,30,6.133,2712.53125
378.024733129,active_settle,30,6.133,2712.53125
378.074637524,active_settle,30,6.133,2712.53125
378.12604947,active_settle,30,6.133,2712.53125
378.17280266,active_settle,30,6.133,2712.53125
378.222632844,active_settle,30,6.133,2712.53125
378.273295126,active_settle,30,6.133,2712.53125
378.325867505,active_settle,30,6.133,2712.0390625
378.373522013,active_settle,30,6.133,2712.0390625
378.423144412,active_settle,30,6.133,2712.0390625
378.473467257,active_settle,30,6.133,2712.0390625
378.52573766,active_settle,30,6.133,2712.0390625
