platform,target_fps,phase,sample_time_s,power_w
RTX 4090,30,idle_measure,6.645158555998933,71.848
RTX 4090,30,idle_measure,6.665470359992469,71.848
RTX 4090,30,idle_measure,6.685887115978403,71.848
RTX 4090,30,idle_measure,6.70614928699797,71.848
RTX 4090,30,idle_measure,6.726473185990471,71.848
RTX 4090,30,idle_measure,6.746785999974236,71.848
RTX 4090,30,idle_measure,6.7670760990004055,71.848
RTX 4090,30,idle_measure,6.787409975979244,71.848
RTX 4090,30,idle_measure,6.807669261994306,71.848
RTX 4090,30,idle_measure,6.827913037996041,71.848
RTX 4090,30,idle_measure,6.848188703996129,71.848
RTX 4090,30,idle_measure,6.868531965999864,71.848
RTX 4090,30,idle_measure,6.88884069598862,71.848
RTX 4090,30,idle_measure,6.909150563995354,71.848
RTX 4090,30,idle_measure,6.929425310983788,71.848
RTX 4090,30,idle_measure,6.949713055975735,71.848
RTX 4090,30,idle_measure,6.969978723995155,71.848
RTX 4090,30,idle_measure,6.990223510976648,71.929
RTX 4090,30,idle_measure,7.010532623971812,71.929
RTX 4090,30,idle_measure,7.0308362179785036,71.929
RTX 4090,30,idle_measure,7.05118854297325,71.929
RTX 4090,30,idle_measure,7.071541250974406,71.929
RTX 4090,30,idle_measure,7.091837243991904,71.929
RTX 4090,30,idle_measure,7.112120109988609,71.929
RTX 4090,30,idle_measure,7.132423979986925,71.929
RTX 4090,30,idle_measure,7.152679166989401,71.929
RTX 4090,30,idle_measure,7.173010096972575,71.929
RTX 4090,30,idle_measure,7.193301175982924,71.929
RTX 4090,30,idle_measure,7.213612163992366,71.929
RTX 4090,30,idle_measure,7.23392632699688,71.929
RTX 4090,30,idle_measure,7.254236924985889,71.929
RTX 4090,30,idle_measure,7.2745590879931115,71.929
RTX 4090,30,idle_measure,7.294890862976899,71.929
RTX 4090,30,idle_measure,7.315207982988795,71.929
RTX 4090,30,idle_measure,7.335595676995581,71.929
RTX 4090,30,idle_measure,7.355978685984155,71.929
RTX 4090,30,idle_measure,7.376314083987381,71.929
RTX 4090,30,idle_measure,7.396554656996159,71.929
RTX 4090,30,idle_measure,7.416815510980086,71.929
RTX 4090,30,idle_measure,7.437120415997924,71.929
RTX 4090,30,idle_measure,7.45743746298831,71.929
RTX 4090,30,idle_measure,7.47786868098774,68.271
RTX 4090,30,idle_measure,7.498203791998094,68.271
RTX 4090,30,idle_measure,7.5185198209946975,68.271
RTX 4090,30,idle_measure,7.5388377089984715,68.271
RTX 4090,30,idle_measure,7.55914723497699,68.271
RTX 4090,30,idle_measure,7.579516197991325,68.271
RTX 4090,30,idle_measure,7.599841549992561,68.271
RTX 4090,30,idle_measure,7.620250691979891,68.271
RTX 4090,30,idle_measure,7.640681039978517,68.271
RTX 4090,30,idle_measure,7.660987152979942,68.271
RTX 4090,30,idle_measure,7.681378971989034,68.271
RTX 4090,30,idle_measure,7.701712383975973,68.271
RTX 4090,30,idle_measure,7.722035965998657,68.271
RTX 4090,30,idle_measure,7.7424422839831095,68.271
RTX 4090,30,idle_measure,7.762877723987913,68.271
RTX 4090,30,idle_measure,7.783203457976924,68.271
RTX 4090,30,idle_measure,7.803529523982434,68.271
RTX 4090,30,idle_measure,7.823854379996192,68.271
RTX 4090,30,idle_measure,7.8441677169757895,68.271
RTX 4090,30,idle_measure,7.864494812994963,68.271
RTX 4090,30,idle_measure,7.884817282989388,68.271
RTX 4090,30,idle_measure,7.905079472984653,68.271
RTX 4090,30,idle_measure,7.92540050498792,68.271
RTX 4090,30,idle_measure,7.9457313569728285,68.271
RTX 4090,30,idle_measure,7.96611024698359,68.271
RTX 4090,30,idle_measure,7.986441240995191,51.83
RTX 4090,30,idle_measure,8.006761765980627,51.83
RTX 4090,30,idle_measure,8.02700984798139,51.83
RTX 4090,30,idle_measure,8.0472163099912,51.83
RTX 4090,30,idle_measure,8.067487536987755,51.83
RTX 4090,30,idle_measure,8.087820716988062,51.83
RTX 4090,30,idle_measure,8.108150353975361,51.83
RTX 4090,30,idle_measure,8.128464836976491,51.83
RTX 4090,30,idle_measure,8.14878903698991,51.83
RTX 4090,30,idle_measure,8.169103416992584,51.83
RTX 4090,30,idle_measure,8.189432510989718,51.83
RTX 4090,30,idle_measure,8.209748378983932,51.83
RTX 4090,30,idle_measure,8.230157292971853,51.83
RTX 4090,30,idle_measure,8.250547542993445,51.83
RTX 4090,30,idle_measure,8.270934520987794,51.83
RTX 4090,30,idle_measure,8.291214037977625,51.83
RTX 4090,30,idle_measure,8.311534990993096,51.83
RTX 4090,30,idle_measure,8.331850265996763,51.83
RTX 4090,30,idle_measure,8.352180948975729,51.83
RTX 4090,30,idle_measure,8.37249137298204,51.83
RTX 4090,30,idle_measure,8.3928104719962,51.83
RTX 4090,30,idle_measure,8.413083533989266,51.83
RTX 4090,30,idle_measure,8.433356720983284,51.83
RTX 4090,30,idle_measure,8.453768818988465,51.83
RTX 4090,30,idle_measure,8.47409299199353,35.482
RTX 4090,30,idle_measure,8.494365418999223,35.482
RTX 4090,30,idle_measure,8.51470232399879,35.482
RTX 4090,30,idle_measure,8.5349617349857,35.482
RTX 4090,30,idle_measure,8.555290559976129,35.482
RTX 4090,30,idle_measure,8.575677482993342,35.482
RTX 4090,30,idle_measure,8.596034619986312,35.482
RTX 4090,30,idle_measure,8.616358895000303,35.482
RTX 4090,30,idle_measure,8.636739292996936,35.482
RTX 4090,30,idle_measure,8.657059373974334,35.482
RTX 4090,30,idle_measure,8.67737773398403,35.482
RTX 4090,30,idle_measure,8.697812154976418,35.482
RTX 4090,30,idle_measure,8.718123080994701,35.482
RTX 4090,30,idle_measure,8.73840322898468,35.482
RTX 4090,30,idle_measure,8.758777203998761,35.482
RTX 4090,30,idle_measure,8.779105750989402,35.482
RTX 4090,30,idle_measure,8.7994168989826,35.482
RTX 4090,30,idle_measure,8.81973604898667,35.482
RTX 4090,30,idle_measure,8.840065851982217,35.482
RTX 4090,30,idle_measure,8.860371721995762,35.482
RTX 4090,30,idle_measure,8.880802475992823,35.482
RTX 4090,30,idle_measure,8.901103741984116,35.482
RTX 4090,30,idle_measure,8.921392365999054,35.482
RTX 4090,30,idle_measure,8.94166566999047,35.482
RTX 4090,30,idle_measure,8.961962408997351,35.482
RTX 4090,30,idle_measure,8.982298897986766,30.211
RTX 4090,30,idle_measure,9.002604833978694,30.211
RTX 4090,30,idle_measure,9.022930043982342,30.211
RTX 4090,30,idle_measure,9.043229207978584,30.211
RTX 4090,30,idle_measure,9.063476543989964,30.211
RTX 4090,30,idle_measure,9.083868134999648,30.211
RTX 4090,30,idle_measure,9.10427982598776,30.211
RTX 4090,30,idle_measure,9.124585528974421,30.211
RTX 4090,30,idle_measure,9.145000794000225,30.211
RTX 4090,30,idle_measure,9.165302914974745,30.211
RTX 4090,30,idle_measure,9.185662385978503,30.211
RTX 4090,30,idle_measure,9.20596311998088,30.211
RTX 4090,30,idle_measure,9.226278362999437,30.211
RTX 4090,30,idle_measure,9.246571505995234,30.211
RTX 4090,30,idle_measure,9.267003607994411,30.211
RTX 4090,30,idle_measure,9.287326510995626,30.211
RTX 4090,30,idle_measure,9.307670891983435,30.211
RTX 4090,30,idle_measure,9.328010234981775,30.211
RTX 4090,30,idle_measure,9.348318842996377,30.211
RTX 4090,30,idle_measure,9.368680707993917,30.211
RTX 4090,30,idle_measure,9.388984741992317,30.211
RTX 4090,30,idle_measure,9.409346024971455,30.211
RTX 4090,30,idle_measure,9.429657673987094,30.211
RTX 4090,30,idle_measure,9.449970223999117,30.211
RTX 4090,30,idle_measure,9.470395913987886,30.211
RTX 4090,30,idle_measure,9.490762129978975,25.152
RTX 4090,30,idle_measure,9.511112508975202,25.152
RTX 4090,30,idle_measure,9.531391851982335,25.152
RTX 4090,30,idle_measure,9.551686892984435,25.152
RTX 4090,30,idle_measure,9.572059180994984,25.152
RTX 4090,30,idle_measure,9.592393289989559,25.152
RTX 4090,30,idle_measure,9.612771227984922,25.152
RTX 4090,30,idle_measure,9.633096887991996,25.152
RTX 4090,30,idle_measure,9.653510161995655,25.152
RTX 4090,30,idle_measure,9.673903189977864,25.152
RTX 4090,30,idle_measure,9.69423253199784,25.152
RTX 4090,30,idle_measure,9.714553645986598,25.152
RTX 4090,30,idle_measure,9.734878447983647,25.152
RTX 4090,30,idle_measure,9.755227302986896,25.152
RTX 4090,30,idle_measure,9.77554586098995,25.152
RTX 4090,30,idle_measure,9.795859906997066,25.152
RTX 4090,30,idle_measure,9.816187647986226,25.152
RTX 4090,30,idle_measure,9.836494533985388,25.152
RTX 4090,30,idle_measure,9.856905810971512,25.152
RTX 4090,30,idle_measure,9.877333520998945,25.152
RTX 4090,30,idle_measure,9.897682022972731,25.152
RTX 4090,30,idle_measure,9.917997273994843,25.152
RTX 4090,30,idle_measure,9.938283719995525,25.152
RTX 4090,30,idle_measure,9.95857326098485,25.152
RTX 4090,30,idle_measure,9.978955596976448,23.87
RTX 4090,30,idle_measure,9.999325137992855,23.87
RTX 4090,30,active_measure,0.0002393340109847486,72.661
RTX 4090,30,active_measure,0.020474304008530453,72.661
RTX 4090,30,active_measure,0.04073785900254734,72.661
RTX 4090,30,active_measure,0.06103075199644081,72.661
RTX 4090,30,active_measure,0.08132932698936202,72.661
RTX 4090,30,active_measure,0.1016054319916293,72.661
RTX 4090,30,active_measure,0.12187512498348951,72.661
RTX 4090,30,active_measure,0.14217710500815883,72.661
RTX 4090,30,active_measure,0.1624855319969356,72.661
RTX 4090,30,active_measure,0.18285404398920946,72.661
RTX 4090,30,active_measure,0.20307021899498068,72.661
RTX 4090,30,active_measure,0.223199216008652,72.661
RTX 4090,30,active_measure,0.24328511499334127,72.661
RTX 4090,30,active_measure,0.26340369798708707,72.661
RTX 4090,30,active_measure,0.2836030189937446,72.661
