platform,device,resolution,label,pixels,latency_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_percentile_for_fps,latency_limited_fps,selected_realtime_fps,active_fps,missed_deadline_rate,active_power_w,idle_power_w,incremental_power_w,energy_per_frame_mj,measure_mode,notes
CPU,i7-13700,64,64×64,4096,0.25504605728201557,0.2011199831031263,0.20434843027032912,0.25504605728201557,p99,3920.8604542130065,400.0,399.9950897784171,0.0,96.69742407098168,31.268164415659964,65.42925965532172,241.7465277499996,real_time_latency_limited_fps_v2,latency measured back-to-back after no-sleep preheat; no 96/192 resolution
CPU,i7-13700,128,128×128,16384,0.5063003115355966,0.32985099824145436,0.4844348586630077,0.5063003115355966,p99,1975.1123537076724,400.0,399.99463239437017,0.0,101.80227339552826,18.658343417596384,83.14392997793188,254.50909874999888,real_time_latency_limited_fps_v2,latency measured back-to-back after no-sleep preheat; no 96/192 resolution
CPU,i7-13700,256,256×256,65536,1.4145865931641306,1.0323214810341597,1.203522097785026,1.4145865931641306,p99,706.9203149757074,400.0,399.5467244806196,0.0005005005005005005,114.19162250073317,23.014227935303616,91.17739456542955,285.80292492492237,real_time_latency_limited_fps_v2,latency measured back-to-back after no-sleep preheat; no 96/192 resolution
