fitted,residual
-1.705635981319885645e-03,1.953978991363564469e-05
-1.685935036741440353e-03,-1.451196507585596467e-04
-1.193557741341022679e-03,-2.331390360027273210e-04
-9.564228977148684372e-04,-8.117475853513156283e-05
-5.062249863238913730e-04,-8.123839258235862702e-05
-3.074257194745048808e-04,4.802630541200488077e-05
-1.880208834111219568e-04,6.595057091112195677e-05
-3.177018092687694962e-04,-8.665610088748050381e-05
-7.845508236210332062e-04,-3.179439122271679376e-05
-1.151219499125873211e-03,-1.991833329053767886e-04
-1.233845713773346325e-03,-1.547040909141536753e-04
-9.400097667563532934e-04,1.007763683188532934e-04
-3.291133640740794963e-04,3.672603367303294963e-04
-1.742657965623694227e-04,2.581891364061193956e-04
-4.423614518477683505e-04,2.668853776290183505e-04
-8.088632102078433710e-04,-2.274079369840662900e-05
-4.553822508656505709e-04,-1.001081554059942910e-05
-3.188984563129418272e-04,2.898146412544182725e-05
1.556259098690873557e-04,2.639907893496626443e-04
1.627086546318215303e-04,4.705310914619284697e-04
3.816118120773069459e-05,2.899027836360193325e-04
5.674649114242012477e-05,4.620523369825798752e-04
1.766828080911075384e-06,3.415559258253389246e-04
8.074845428698309256e-05,3.922740066505169074e-04
-9.360727847927604326e-06,2.535013528479275772e-04
-2.909441074559760950e-04,-3.651838222315239050e-04
-2.607190426797975982e-04,-3.343737307577024018e-04
-3.073050049514670923e-04,-3.869698973922829077e-04
-3.007277980720591583e-04,-4.850998386466908417e-04
-1.464160131883961104e-04,-4.563061547803538625e-04
3.548761975328604658e-04,-2.785822522203604658e-04
6.415107324473384330e-04,-1.990058496348384330e-04
6.038341363710137983e-04,1.285877386289862017e-04
6.419774244339495305e-05,-1.404916877558949530e-04
-3.378579792079316460e-04,-1.122762981358183540e-04
-7.310387853084297652e-04,2.913448843342976522e-05
-1.044451702712791445e-03,-5.418110978720855515e-05
-1.315669232461055393e-03,-5.762178316394460723e-05
-1.526004547284269628e-03,-1.448328550594803719e-04
-2.014817193583034495e-03,-2.358541931357155050e-04
-2.008548607829510873e-03,-5.138791560798912708e-05
-1.824518604247275062e-03,-3.705366137772493802e-05
-1.744409610390068718e-03,-1.095332607036812820e-04
-1.618738690032629551e-03,-2.352041810611204490e-04
-1.245763433468369697e-03,-3.030036563753803029e-04
-9.390689935267134162e-04,8.282860714213416235e-06
-4.516025349376358040e-04,-4.430810959361419603e-05
-3.023740538253477184e-04,4.827667106597718395e-06
-9.947765359924831490e-05,8.421886453674831490e-05
-2.922362285971367426e-04,-1.655274432778632574e-04
-6.962661250612032192e-04,-3.615574993879678081e-05
-1.092912651934084545e-03,-4.253368597846654553e-04
-1.254497152465860283e-03,-1.874584139403897166e-04
-1.096229421869985340e-03,2.048479296373533973e-05
-3.888891225354461009e-04,3.507421498791961009e-04
-3.319870508632851054e-04,4.006516016445351054e-04
-4.390791644400442520e-04,2.025679339712942520e-04
-8.451803950741851269e-04,-1.390114994570648731e-04
-4.497799718638196501e-04,-7.983700011180349873e-06
-3.911934192693340608e-04,1.775703723943340608e-04
6.902425838993964807e-05,3.811100189538103519e-04
5.517699440533714150e-05,4.941394118446628585e-04
5.343519066249615953e-05,2.669993796500038405e-04
1.915573955658113033e-04,2.051711200591886967e-04
3.060750591428869306e-06,3.478913978460711036e-04
1.193818270724788101e-04,3.460112393337711899e-04
2.448765251553332192e-04,1.747401740634167808e-04
-2.467032435614758103e-04,-2.873543736260241897e-04
-2.756411233557606909e-04,-4.720395407067393091e-04
-3.204225794689086236e-04,-5.645871861560913764e-04
-3.335588396538065195e-04,-4.598981915961934805e-04
-2.107340888232892646e-04,-4.835408135204607083e-04
1.655280682384008425e-04,-3.104865643321508425e-04
5.287976353288731824e-04,-1.244397251726231824e-04
6.524738213339242518e-04,3.654108353575748203e-06
-2.329852089638085840e-04,-2.247784629111914160e-04
-6.988863501653856366e-04,-9.457068108461436345e-05
-8.660175734127880222e-04,-4.950977033721197778e-05
-1.186478580728171639e-03,-1.715536458343283610e-04
-1.437535088841971525e-03,-1.493789736580284754e-04
-1.666243980146220023e-03,1.066536686497002347e-05
-2.093185333910948815e-03,-2.566681817140511850e-04
-2.248436817438000893e-03,2.065361431300089326e-05
-1.974630471585011714e-03,-1.081942354462382856e-04
-1.936743795612522580e-03,-1.842278840749774198e-04
-1.620140749394650449e-03,-2.719490943553495507e-04
-1.253454115665649784e-03,-1.732426616781002158e-04
-8.664468884059002693e-04,-1.177450061253497307e-04
-4.891667286788319805e-04,6.955002946008198052e-05
-3.268778301125906940e-04,-1.186134731159305990e-06
-7.323139920088026921e-05,2.745503201338026921e-05
-3.934161078337097914e-04,5.009335392745979144e-05
-7.816994894744377182e-04,-3.464572536931228176e-05
-1.065085099621626390e-03,-3.082059160033736103e-04
-1.321979858434331467e-03,-3.335987548469185326e-04
-1.168219589371897712e-03,9.222260906477115078e-07
-5.343883551834069986e-04,3.665416754959069986e-04
-4.670501250220154138e-04,3.831267851782654138e-04
-4.467252299813013940e-04,1.339200542000513940e-04
-8.800642731164402257e-04,-2.490861175085597743e-04
-6.449733916035830768e-04,1.261745634785830768e-04
-3.666714209862129582e-04,1.301601905174629582e-04
4.140225039283269653e-05,3.629556597634172764e-04
5.992432706692106320e-05,4.588745010580789368e-04
5.227086115487103099e-05,2.529049200951289690e-04
1.914336100388300743e-04,3.121064290236699257e-04
-2.588021358149479177e-05,4.378675182689947647e-04
6.480625986920909420e-05,3.776986229432909058e-04
1.439907468770931396e-04,1.611850343729068604e-04
-2.453825407729093517e-04,-1.589753693833406483e-04
-3.778791931820256250e-04,-3.926896544742243750e-04
-3.240128626499416470e-04,-7.441023717250583530e-04
-2.586954056572720716e-04,-5.652792037177279284e-04
-2.976560644356662051e-04,-5.415773340018337949e-04
7.575264370988143482e-05,-4.495929757411314077e-04
4.509107322201612441e-04,-9.995858378266124413e-05
6.675819960810481461e-04,-6.485982811229814606e-05
-4.450545379497103425e-04,-1.805558136127896575e-04
-1.063390043179974131e-03,-5.813095291377586883e-05
-1.068292283598549141e-03,-2.058166031202008587e-04
-1.431471902357824661e-03,-4.863063670467533857e-05
-1.703494757877138709e-03,-5.489617122861291040e-06
-1.854293002483417682e-03,-1.490865767283231814e-05
-2.235489491322049677e-03,-2.898400985217003227e-04
-2.423816303329741611e-03,1.292763145474161088e-05
-2.108239822464942105e-03,-5.102462691307894926e-06
-2.080148148466403214e-03,-9.422929293984678642e-05
-1.710775090483155790e-03,-1.202795970168442103e-04
-1.241263474080294598e-03,-1.701745142009554023e-04
-8.674807819489736794e-04,-4.041716726977632058e-05
-5.265143559039788760e-04,2.297431684147887600e-05
-2.713501525930019911e-04,2.720952759300199111e-05
-1.562303258738538482e-04,1.333421422801038482e-04
-4.191546317245392487e-04,1.063494559432892487e-04
-6.795022934894871759e-04,-1.521017104167628241e-04
-1.012910185239464939e-03,-2.306811233542850614e-04
-1.319753406624479212e-03,-3.968603629067707882e-04
-1.228201421218545449e-03,-1.374601998752045511e-04
-6.091778347292178472e-04,2.811138698854678472e-04
-5.340973317679972767e-04,3.586212575492472767e-04
-5.859918860166133834e-04,1.663751867978633834e-04
-8.514284705185562940e-04,-2.853513146376937060e-04
-6.427275550503475359e-04,1.711720348784753591e-05
-3.363144977694800322e-04,1.760972126132300322e-04
-1.756712019656398154e-06,4.595203838946563982e-04
3.507498236667559201e-06,5.458089080133324408e-04
-9.897663252315006357e-05,3.049702848669000365e-04
8.317669283001096381e-05,4.661397134199890633e-04
-1.477692422833628747e-05,4.420230179783363146e-04
1.928379343795360212e-04,3.183314992142139517e-04
7.463952914149674729e-05,1.695010958585032527e-04
-2.168651907567925011e-04,-3.490482877445749894e-05
-3.886948236347325487e-04,-4.123916021465174513e-04
-3.464674345102698207e-04,-6.758714326772301793e-04
-2.500848146916169294e-04,-5.815191892146330706e-04
-2.142554305445602640e-04,-6.783837296116897089e-04
-3.022516425642504689e-05,-6.640497380873249802e-04
3.182848610977901359e-04,-1.809557595352901359e-04
5.937441175442744433e-04,-2.153952770052444329e-05
-7.094349583195149953e-04,-9.165146746173500475e-05
-1.245410550861444530e-03,-7.447470304480546983e-05
-1.422338074436131725e-03,-6.539385915761827470e-05
-1.608626571895598522e-03,-1.003578031044014777e-04
-1.898348771814044105e-03,3.677650618904410550e-05
-1.990321112679908997e-03,-1.230211724763410029e-04
-2.431340641372975713e-03,-9.398894847077428685e-05
-2.549512568350341922e-03,-1.131461230559080780e-04
-2.283224829943351387e-03,-1.200344474003986125e-04
-2.128431397192333350e-03,-2.671984856201666501e-04
-1.864798743847905773e-03,-1.341026233395942267e-04
-1.220412732977744618e-03,-6.132554827225538199e-05
-8.968398148619397209e-04,-3.394631795056027909e-05
-5.507723906669802563e-04,-2.906159370801974368e-05
-3.325423592891724308e-04,9.603112882042243083e-05
-2.777755221151178124e-04,7.941126430261781239e-05
-5.080661008500191424e-04,1.647433469437691424e-04
-7.318895254711988872e-04,4.524401765869888719e-05
-9.460276413456139869e-04,-2.136403274043860131e-04
-1.331823540879898370e-03,-3.084962833388516304e-04
-1.354374496585871801e-03,-5.706349169537819864e-05
-7.391803034311684095e-04,1.822345026499184095e-04
-5.460813633742821801e-04,2.485349766555321801e-04
-7.390406851401847650e-04,1.820948843589347650e-04
-8.333628603551809051e-04,-2.347523740198190949e-04
-7.523957785116704893e-04,1.725617941366704893e-04
-4.122703542895202015e-04,1.757591238207702015e-04
-1.587124378430683957e-04,4.410000354993184228e-04
-4.225925669868225184e-05,5.457992957611822789e-04
-1.594361212563175101e-04,4.646119025063174830e-04
6.639935025562119066e-05,3.989937161506288093e-04
-6.284279143226655724e-05,3.527597836197665301e-04
1.538890953442306015e-05,5.797038639030768856e-04
1.102715690639112023e-04,2.025336067173387977e-04
-8.628823439766570365e-05,-1.197054179460842963e-04
-4.904528674536342593e-04,-6.234387341088657407e-04
-3.704583842346780877e-04,-7.892095845153219123e-04
-2.500566022941570592e-04,-5.434004289558429408e-04
-2.034704840605622517e-04,-6.510217034394377754e-04
-1.327376779703271631e-04,-4.776138845296728098e-04
1.801198254692212039e-04,-2.106374035942212039e-04
5.077614771714564473e-04,-7.288598889020644726e-05
-6.098625742370675879e-04,-2.141120351379324121e-04
-1.443541166320463053e-03,-4.419076727328694748e-05
-1.705700962379537054e-03,-3.380099074546294609e-05
-1.747354345933854270e-03,-1.447354978161457303e-04
-1.928778188963183341e-03,-1.082701508805666585e-04
-2.104907380596517889e-03,-1.076170334659821114e-04
-2.471155782467488425e-03,-2.143910925325115749e-04
-2.590862505657386388e-03,-5.653739668636361196e-05
-2.380807311378748282e-03,-1.902986456525017182e-04
-2.318102060054151158e-03,-2.072275297895988418e-04
-1.929374626878451035e-03,-1.763382637465489653e-04
-1.340240809755287700e-03,8.139071209903770039e-05
-9.966748395829135194e-04,-6.381100026083648055e-05
-6.547525854013167045e-04,1.130655736825667045e-04
-4.586379926839108953e-04,1.153152387776608953e-04
-3.866885335219840195e-04,1.272891194594840195e-04
-5.081360740553412473e-04,1.953308982740912473e-04
-7.470914801617829131e-04,9.859294500553291308e-05
-8.495720556815435131e-04,-1.193610497872064869e-04
-1.367935764270530787e-03,-2.342370872919692128e-04
-1.358042604688195192e-03,-1.525775124993048078e-04
-8.808506619137531626e-04,7.213484160125316260e-05
-5.347627374955739830e-04,1.761811945268239830e-04
-8.255343941945700531e-04,3.677707223195700531e-04
-8.391059913485974337e-04,-1.221977195889025663e-04
-7.622979923162066318e-04,7.565248450370663184e-05
-4.904254344243564679e-04,3.988727000493564679e-04
-1.987253472084443337e-04,4.199777886146943608e-04
-1.016149353902986443e-04,4.754552674215486172e-04
-1.729610785080059091e-04,4.857662542892558820e-04
5.296426193941673397e-05,4.505757771230832660e-04
-6.770409622107163871e-05,3.118447212210716116e-04
4.951368577914267268e-05,5.379496931271073815e-04
1.170742362238160318e-04,2.567660958074339953e-04
-1.086114189941238142e-04,-4.397647163087618576e-05
-6.455057714806136529e-04,-6.286031152381363471e-04
-5.322524237772782284e-04,-8.105210137227217716e-04
-3.818450392135219838e-04,-5.489410935989780162e-04
-2.548807049704454901e-04,-4.546529864358045099e-04
-2.205245868588651245e-04,-4.890091045473848484e-04
7.941691312479207403e-05,-3.311869326560420469e-04
4.267220195824516929e-04,-1.139168438012016929e-04
-4.991322731894311509e-04,-1.646250510293188491e-04
-1.370439394520012351e-03,-2.851621104987649147e-06
-1.817993821691788131e-03,-1.580193619019618686e-04
-1.904062644528589339e-03,-7.957993359641066071e-05
-2.055330333030064641e-03,-1.571940810324353593e-04
-2.289757701614605727e-03,-2.194884135414427312e-05
-2.461802359127124654e-03,-1.703387541541253464e-04
-2.501886788712502467e-03,-2.446952425374975329e-04
-2.568525350901788417e-03,-2.238330475357115830e-04
-2.356894533471135759e-03,-1.989526344976142412e-04
-1.941795804669928195e-03,-2.707286093925718052e-04
-1.353109684032637299e-03,3.322443012638729917e-05
-9.847768874468201643e-04,-3.756197974067983572e-05
-7.297741281781783404e-04,7.364619849067834036e-05
-5.027515776341479363e-04,8.313487841539793626e-05
-4.347912687110043126e-04,2.287976163672543126e-04
-4.836854711583667447e-04,7.169816647086674471e-05
-7.515367671687499902e-04,2.022203609187499902e-04
-8.394013438608015224e-04,2.305612901705152238e-05
-1.282390726840408179e-03,-1.900824176908418213e-04
-1.400406081903061897e-03,-2.170255587219381034e-04
-9.545720638837481122e-04,2.378593107124811219e-05
-7.229860609254446001e-04,2.652223890504446001e-04
-7.839866113830469161e-04,1.736350488830469161e-04
-9.337277458762923430e-04,-1.231717599870765702e-05
-6.985389472845284463e-04,4.264044940778446285e-06
-5.628235526124829562e-04,3.644592947999829562e-04
-4.064569629963147700e-04,4.751215137775647700e-04
-2.644854934383955710e-04,5.162555129696455710e-04
-4.209045717250349300e-05,3.243780548287534659e-04
8.067913157470225569e-05,3.618257512377977443e-04
6.572830694620530141e-06,1.536444544616294699e-04
1.538619231782612493e-05,4.805244522134239022e-04
1.189193112576737601e-04,2.244034426485762399e-04
-1.383463091371352086e-04,8.646602105885208564e-06
-7.968700677543650310e-04,-4.696094244331349690e-04
-7.118680657820828468e-04,-9.971163092179170448e-04
-3.853957208281278378e-04,-7.132370916718721622e-04
-2.127913266598139609e-04,-5.120011538089360662e-04
-1.921821736984094672e-04,-4.868339395828405599e-04
-1.521948865862348473e-05,-4.043972105601265424e-04
3.797792723385954791e-04,-2.043031981198454791e-04
-4.135886713998155164e-04,-6.706318406893448363e-05
-1.126454618116326609e-03,-4.084274516492339066e-05
-1.620968782003431819e-03,-3.092680344028181805e-04
-1.943351659647761824e-03,-9.369668019598817628e-05
-2.074939830024239915e-03,-1.223257949757600854e-04
-2.291316665177444215e-03,-4.327806138505578548e-05
-2.372953909124321092e-03,-2.286696260319289083e-04
-2.502673386078777418e-03,-9.895014907747258157e-05
-2.496372082368737005e-03,-3.036157106000129946e-04
-2.302267148643866081e-03,-3.909091208873839186e-04
-1.825403380619427867e-03,-3.413446662555721326e-04
-1.332399406516721497e-03,-1.800342551452850312e-05
-9.464843912163658753e-04,-1.597778158148841247e-04
-9.310921279313668980e-04,2.749641982438668980e-04
-5.783424712634062555e-04,9.769061579465625547e-05
-5.781936898959501130e-04,2.806473031772001130e-04
-6.205690465374864980e-04,2.390993199749864980e-04
-7.091489115806259196e-04,1.979794779868759196e-04
-7.646868735024942845e-04,6.278257662749428449e-05
-1.171775286999238077e-03,-1.175923887820119230e-04
-1.422587172738806445e-03,-2.558796241361935547e-04
-1.184016596782956144e-03,-2.905713368579385635e-05
-7.997861093387801388e-04,1.970639413700301388e-04
-7.849445539006477722e-04,1.669635968693977722e-04
-1.001117474608281864e-03,-2.885078711046813564e-05
-6.579975977694969965e-04,-5.153609363675300346e-05
-6.234900964857358324e-04,3.946082605482358324e-04
-5.904840325750232519e-04,5.599664544500232519e-04
-4.473142924900619898e-04,3.481321635838119898e-04
-6.160379530801920220e-05,4.125559437455192293e-04
5.306237721791054116e-05,4.581070563758394588e-04
2.121695044283360230e-06,3.412010588619666398e-04
4.227521220761894694e-05,3.391945143548810802e-04
3.054712708639188354e-05,4.577341229136081165e-04
-1.927100457368422003e-04,1.393042840180922003e-04
-9.336349370552143737e-04,-3.862503168510356263e-04
-8.107486190512648095e-04,-9.974178848549852990e-04
-5.140226446740569144e-04,-7.371980584509430856e-04
-2.482721124101958544e-04,-5.528143133710541456e-04
-2.652757226483933115e-04,-3.298170507891066885e-04
-1.202950892692067721e-04,-5.282034458870432008e-04
2.369327594315857335e-04,-2.293033649003357335e-04
-2.099139494577546264e-04,-1.257794099172453736e-04
-7.311560217263577506e-04,-1.157067712423922494e-04
-1.287754213545574565e-03,-2.915304544231754353e-04
-1.703890376830641349e-03,-2.568640177006086510e-04
-1.954240055478539181e-03,-2.964313312402108193e-04
-2.162452271926959286e-03,-2.026600327605407141e-04
-2.247088841009549712e-03,-2.782407488342002883e-04
-2.311307312998157632e-03,-1.224695424705923678e-04
-2.391468235000052730e-03,-2.025259056249472701e-04
-2.257467503808086376e-03,-3.594148204106636241e-04
-1.866272397437493272e-03,-1.555171533437567279e-04
-1.443525668953047876e-03,3.208768067179787638e-05
-1.002568951490313961e-03,-8.843446647843603882e-05
-9.617380166265335510e-04,1.453928017827835510e-04
-7.527676960907399512e-04,6.612218827823995119e-05
-6.968827201288749478e-04,2.162308646601249478e-04
-7.699931137969579257e-04,2.588236802032079257e-04
-6.547043694643964531e-04,3.672341243314645315e-05
-7.190488437503931391e-04,1.544736484378931391e-04
-1.061936334584333416e-03,-1.663961849469165841e-04
-1.433123064220625251e-03,-2.911200998418747490e-04
-1.337418488800255203e-03,4.805081301900520317e-05
-8.552254077488044863e-04,3.745735522800544863e-04
-8.661898615899360715e-04,8.036222487118607153e-05
-9.723774471748124421e-04,1.484028377998124421e-04
-7.755439727385942750e-04,1.804511993010942750e-04
-5.923450682998029687e-04,4.016102050185529687e-04
-6.393917489491415329e-04,4.105099130116415329e-04
-5.878910907990343064e-04,3.056034931427843064e-04
-7.492606488000960242e-05,3.114372953487595753e-04
2.950349100183712134e-05,6.037362550919128787e-04
-2.336356401481473762e-05,3.666863179210647647e-04
-1.636740461177977777e-06,2.762949435861780049e-04
1.641600090667973350e-06,5.324160170968320538e-04
-1.874947077482963206e-04,2.180122858732963206e-04
-8.021575728620829225e-04,-4.185455521379170775e-04
-1.034371143446703809e-03,-7.966835440532961908e-04
-7.380260456534643238e-04,-6.734119426277856762e-04
-3.851802241430041197e-04,-4.540531742944958803e-04
-2.165763042404670561e-04,-3.861458637282829710e-04
-4.771756940455241613e-05,-5.855221766891975568e-04
2.412509190351993247e-04,-4.319857823164493247e-04
5.526684553642396708e-07,-2.141757153303642397e-04
-4.227966410728226706e-04,-1.722961323646773294e-04
-9.749949354796748130e-04,-2.228200059265751870e-04
-1.417250059062882079e-03,-1.620346089058679207e-04
-1.665947626031777503e-03,-2.871773739682224966e-04
-1.874791652429884424e-03,-1.851448710076155756e-04
-1.945086072860866379e-03,-3.132147083891336208e-04
-2.053481225826495320e-03,-1.971901608922546796e-04
-2.294712743474861070e-03,-1.543229010563889302e-04
-2.292047213878706594e-03,-2.409117704962934065e-04
-1.867297247343439751e-03,-2.613038268753102491e-04
-1.467713894301995352e-03,-2.001803929175464784e-05
-1.095587130142535934e-03,1.221310670503593376e-05
-1.004137718437674368e-03,2.106806871876743675e-04
-8.468271588780664936e-04,1.144052838780664936e-04
-8.037356952001370155e-04,2.315311053563870155e-04
-7.323383799273689918e-04,-4.585986226013100825e-05
-7.184059971070453450e-04,8.516625101329534497e-05
-6.226706986705811062e-04,1.954246049205811062e-04
-1.030482023364113261e-03,-8.340957819838673917e-05
-1.448657474222458073e-03,-1.229977992150419266e-04
-1.409885569080638777e-03,3.659455345563877686e-05
-9.150458314112979536e-04,4.038763978175479536e-04
-9.933740047907899367e-04,1.693993954157899367e-04
-9.029668602777359302e-04,1.323980126214859302e-04
-8.069721761698721860e-04,1.432148519511221860e-04
-5.477827734554287405e-04,3.341597265804287405e-04
-5.685488571979284075e-04,2.023379196979284075e-04
-5.725229808884660506e-04,3.054941722947160506e-04
-1.764136842082206994e-04,4.968482545207207265e-04
1.784022231670153889e-06,5.551617785495798190e-04
1.543148957210626563e-05,4.423321823028937344e-04
-1.834315533309947518e-05,1.861898350205994752e-04
9.916442653975138287e-06,5.775469362522748888e-04
-1.847940104039833182e-04,3.450112955602332911e-04
-7.818705141507765804e-04,-4.312032163179734196e-04
-1.127856750010448059e-03,-7.489743046770519410e-04
-8.712956495968263203e-04,-7.842829636844236797e-04
-5.590694083406369487e-04,-5.243046150968630513e-04
-1.771743740950941710e-04,-5.094711337174058019e-04
-5.044398541613641699e-05,-5.904251552088635559e-04
8.567973686240769717e-05,-5.129258306124076430e-04
4.738820862408050930e-05,-3.144170172178305093e-04
-3.152209170164147964e-04,-4.336062595233520361e-05
-5.416977270010748472e-04,-3.204238550301751528e-04
-1.006790853094779959e-03,-2.291710609677200406e-04
-1.396062136414422290e-03,-1.908519260855777097e-04
-1.541761531019738380e-03,-2.129992111677616196e-04
-1.701854580913738377e-03,-1.749764737737616229e-04
-1.824929228765935539e-03,-2.731542673278144606e-04
-2.164511416438415908e-03,-1.090481538740840917e-04
-2.247005120561776110e-03,-2.478068911569738901e-04
-1.963850483843239403e-03,-1.800093794380105972e-04
-1.579155032817838563e-03,-5.353539686966143733e-05
-1.259923295620118911e-03,3.922017062011891146e-05
-1.117982874029754175e-03,2.787494755922541746e-04
-1.031580711145618128e-03,2.533824689581181278e-04
-9.335468999875665098e-04,1.553486578000665098e-04
-8.173526743473067584e-04,1.154483774723067584e-04
-8.015470405557876795e-04,2.293424507120376795e-04
-7.048040666061241091e-04,2.546697892623741091e-04
-1.033060677857154230e-03,7.938636145090422966e-05
-1.490753365019631101e-03,-1.800840373241188990e-04
-1.421290948219665513e-03,-8.169977443658448663e-05
-9.705503699096389809e-04,3.678282019408889809e-04
-1.069987990290164432e-03,7.053730669641443234e-05
-9.392939127864078806e-04,1.610956705989078806e-04
-8.000197774520326688e-04,1.286330587020326688e-04
-5.337976927323817913e-04,2.286219114823817913e-04
-5.542307298833794955e-04,3.558664720708794955e-04
-6.462236762525192836e-04,2.494951606275192836e-04
-1.500782706025255984e-04,4.476246573212756255e-04
-3.725223472668504434e-05,4.416101448829350172e-04
-1.073141448362875043e-05,4.532362972961287775e-04
-7.525846786272726930e-06,2.058901045987727269e-04
4.567452222091971607e-05,4.044597551228302839e-04
-4.758348072628841552e-05,2.230595549450384155e-04
-8.881216159226048732e-04,-1.799936184523951268e-04
-1.120768450603868739e-03,-6.950274478336312609e-04
-1.133154795517599426e-03,-7.741938372949005737e-04
-7.302283203186691338e-04,-5.362511718688308662e-04
-2.843655607796712536e-04,-6.006442048453287464e-04
-1.985095695178636479e-04,-3.965832039196363250e-04
-6.448064763009216560e-05,-4.695769695574078615e-04
6.201720732771083913e-05,-1.917169143589608391e-04
-1.928106010426444662e-04,-9.710639114485553384e-05
-4.382341104551847315e-04,-2.255232137635652685e-04
-7.513667091061589391e-04,-1.260136619875910609e-04
-1.117495579660974202e-03,-1.032075453390257982e-04
-1.151015326712159304e-03,-3.443460014128406962e-04
-1.558304509293806719e-03,-1.125328930499432806e-04
-1.704633612485607691e-03,-3.247853328268923093e-04
-2.128831258165536124e-03,7.859578478036123583e-06
-2.150097904036441313e-03,-3.599728967448086875e-04
-2.008065057249968938e-03,-1.205360169687810616e-04
-1.756105722340950285e-03,5.475074187220028456e-05
-1.466555289579516645e-03,7.037609036076664451e-05
-1.201925081577931648e-03,1.261804526716816480e-04
-1.087700828947556252e-03,1.721734851975562520e-04
-1.006884560406398794e-03,1.371335838438987945e-04
-9.809088745461210217e-04,8.826971438987102174e-05
-8.462305066113596412e-04,2.053613659863596412e-04
-8.369167980188028889e-04,1.807888683313028889e-04
-9.761539306843634552e-04,-1.566735837813654480e-05
-1.532620696797909465e-03,2.200057961040946530e-05
-1.456171168191461871e-03,-2.393137087103812920e-05
-1.095969112491466469e-03,1.880711632727164687e-04
-1.187298891002182884e-03,1.115542620959328844e-04
-9.336730003158291670e-04,2.012511253158291670e-04
-8.271912068814141423e-04,1.329163045376641423e-04
-5.461744792366492445e-04,1.875929362678992445e-04
-5.909188088547425799e-04,4.383309182297425799e-04
-5.634733390665788407e-04,2.178632734782884068e-05
-1.607865092762298862e-04,2.828568217762299133e-04
3.850027209833945256e-05,4.116340052454105745e-04
8.987090919042870548e-06,3.648532411122071295e-04
-1.344769013482641380e-04,3.023235810357641652e-04
1.038883110766210109e-04,4.072811225171289891e-04
-7.242672446617674721e-05,2.784203768099267201e-04
-7.456527058536042670e-04,-2.156510050838957330e-04
-1.137735701906526569e-03,-7.085777746559734306e-04
-1.248543623761357198e-03,-7.808753215511428022e-04
-9.986762998344673580e-04,-6.721611025092826420e-04
-4.156547569207243425e-04,-7.363838172980256575e-04
-2.884182103431341074e-04,-3.295627466881158926e-04
-1.130587215295474816e-04,-4.820340519079525455e-04
1.321766354973764185e-04,-2.542469479973764185e-04
-1.271539273641906955e-04,-7.121033044830930446e-05
-3.685901560660256827e-04,-1.654674611214743173e-04
-6.720332756357095096e-04,3.116413501070950959e-05
-9.544851638377352962e-04,-2.970673069351470377e-05
-1.017916219178153277e-03,-3.172278237905967226e-04
-1.391153612783245595e-03,-2.186486333105044054e-04
-1.716288987103086394e-03,-2.139478293031636062e-04
-1.986705851824021544e-03,-8.848946067597845619e-05
-2.003261016618143597e-03,-4.534040224443564027e-04
-2.073736387420102578e-03,-3.197650320489742182e-05
-1.841969718468715453e-03,1.329853434687154525e-04
-1.501783259870993889e-03,7.508648252724388870e-05
-1.313344315934543644e-03,1.384175581220436439e-04
-1.222008984102050839e-03,1.844113278520508395e-04
-1.153635528846769622e-03,1.389260561905196218e-04
-1.139093173892592693e-03,2.006776465488426930e-04
-9.448889573429579023e-04,5.224979718670790235e-05
-1.010398340608445120e-03,3.008646492021951196e-04
-1.046478756905726238e-03,2.225041475307262383e-04
-1.432210874916157702e-03,5.891985929115770189e-05
-1.454800644463658888e-03,7.388023430740888776e-05
-1.217998190038207694e-03,2.109181119132076936e-04
-1.243421143783930054e-03,3.034741331518005410e-05
-9.316267367412762361e-04,5.424636564752623614e-05
-8.607283717460225856e-04,1.511946803397725856e-04
-5.642431095375090256e-04,2.056615665687590256e-04
-5.204316541764886055e-04,3.831025526139886055e-04
-5.347864769549908956e-04,-1.366002417950091044e-04
-1.531101288932918759e-04,2.217746796745418759e-04
5.816966479652737579e-05,3.919646125472226513e-04
-5.150663785681745886e-05,4.711233370755674860e-04
-2.784396944198235186e-04,4.768039522323235186e-04
6.609103799322391115e-05,3.993020284130260888e-04
-8.646581449575399775e-05,2.695712832457540249e-04
-6.722972919620455543e-04,-2.050830791317044457e-04
-1.192970221025738738e-03,-5.846787047555112617e-04
-1.314558464272431657e-03,-8.216720044775683435e-04
-1.150449024086997373e-03,-6.119411126317526265e-04
-6.298652687920832782e-04,-6.518730124579167218e-04
-3.559862362671887322e-04,-3.535474551390612678e-04
-2.827496328974704880e-05,-6.049647828040029783e-04
8.692781050301619976e-05,-1.555923612842661998e-04
-1.596461470271381814e-05,-1.061056977972861819e-04
-3.334856277004415474e-04,-3.272530979955845260e-05
-5.834846045095840993e-04,8.757395997833409933e-05
-8.915851580732996442e-04,-1.612712872392003558e-04
-1.069368446948905198e-03,-2.123698343010948023e-04
-1.429569189606763125e-03,-9.630971664323687530e-05
-1.665224380615197867e-03,-1.505715178223021328e-04
-1.961376993427855087e-03,-2.435180261033949127e-04
-2.034744688809828408e-03,-3.608851940026715915e-04
-2.102678579428738682e-03,-1.251046236962613176e-04
-1.966454648821639069e-03,8.199419960288906878e-05
-1.616866617114692904e-03,2.995255461469290351e-05
