py_depth,my_depth
4.418502576972402622e-04,6.713867187500000000e-04
4.091056573431345626e-04,8.087158203125000000e-04
-3.750798615284191393e-05,6.866455078125000000e-05
-4.419247165472650510e-05,-3.051757812500000000e-05
-1.079793265566233128e-04,-1.602172851562500000e-04
-3.547907372971322113e-04,-5.950927734375000000e-04
-1.749701830579330835e-04,-3.738403320312500000e-04
-3.693987018472713840e-05,-1.983642578125000000e-04
4.032786540920071439e-04,2.288818359375000000e-04
6.547492610049819931e-04,5.569458007812500000e-04
8.452313787765361767e-04,6.027221679687500000e-04
8.570528839693373644e-04,7.019042968750000000e-04
7.714921317033458532e-04,7.324218750000000000e-04
5.294644913657269676e-04,5.264282226562500000e-04
3.155001375246032215e-04,1.449584960937500000e-04
3.105609965868849371e-04,-3.051757812500000000e-05
3.515283652886566764e-04,2.517700195312500000e-04
-8.855494636005948315e-05,-2.212524414062500000e-04
-1.046808872775226856e-03,-1.235961914062500000e-03
-1.501223244726004966e-03,-1.564025878906250000e-03
-1.226587406504511596e-03,-1.304626464843750000e-03
-9.120716947416427712e-04,-9.384155273437500000e-04
-1.263153797619373693e-03,-1.159667968750000000e-03
-1.576561313184249346e-03,-1.640319824218750000e-03
-1.283518038169187197e-03,-1.403808593750000000e-03
-1.109322748711487165e-03,-1.205444335937500000e-03
-1.228850594769354291e-03,-1.403808593750000000e-03
-1.419899202184819959e-03,-1.586914062500000000e-03
-1.306536445811396982e-03,-1.686096191406250000e-03
-1.201189413486352655e-03,-1.655578613281250000e-03
-1.116703526249634070e-03,-1.335144042968750000e-03
-9.721082290609785832e-04,-8.773803710937500000e-04
-6.252304554749334338e-04,-4.959106445312500000e-04
-2.253283985306585421e-04,-1.754760742187500000e-04
9.442453989684716190e-05,1.907348632812500000e-04
3.280465956142819312e-04,5.035400390625000000e-04
3.382713908687833178e-04,4.348754882812500000e-04
8.666026253657219429e-05,1.525878906250000000e-04
-4.033542902047482269e-04,-6.332397460937500000e-04
-5.104625777027540622e-04,-6.561279296875000000e-04
-3.493193917358549706e-04,-5.264282226562500000e-04
1.206850808377074867e-04,1.449584960937500000e-04
4.039055821101857134e-04,7.705688476562500000e-04
3.851881565553921978e-04,8.392333984375000000e-04
-2.612585903413286079e-05,1.144409179687500000e-04
3.954126242393580550e-05,9.918212890625000000e-05
-3.346162707775990016e-05,-7.629394531250000000e-06
-3.073175580906198183e-04,-4.730224609375000000e-04
-3.154197262205159571e-04,-5.645751953125000000e-04
-1.097355305423140662e-04,-2.746582031250000000e-04
2.146136328076931005e-04,3.814697265625000000e-05
5.614428322286279128e-04,4.653930664062500000e-04
8.052408578465456790e-04,6.027221679687500000e-04
8.695515787090040945e-04,7.095336914062500000e-04
7.785772300366947942e-04,7.095336914062500000e-04
5.776250501008159790e-04,4.806518554687500000e-04
2.479448694419245395e-04,3.204345703125000000e-04
2.807508524946417941e-04,1.525878906250000000e-04
3.362451083202466968e-04,2.670288085937500000e-04
-4.479508746488115672e-05,-1.296997070312500000e-04
-1.027490200199956700e-03,-1.091003417968750000e-03
-1.580220349002052103e-03,-1.701354980468750000e-03
-1.546687287537017131e-03,-1.571655273437500000e-03
-9.867023482844129202e-04,-1.014709472656250000e-03
